,content
1707,De acordo com algumas mulheres ..homem só é bom p matar barata!
1710,"Há um absoluto desequilíbrio legal entre homens e mulheres. Mulheres só tem direitos, nenhum dever. Homens só têm deveres, nenhum direito. Desde que o mundo é mundo que a violência é a resposta para as injustiças. A notícia boa é que bem fácil resolver isso, e muitos dos comentaristas já disseram como: é só equilibrar direitos e deveres de homens e mulheres. Exemplos: lei maria da penha só protege mulheres, deve passar a proteger também homens, de forma expressa e explícita pensões alimentícias devem ser arbitradas 50% para cada um dos pais quem der fim ao casamento deve deixar o lar o patrimônio de cada um pertence a cada um, sendo proibido alegar que ajudou a construir o patrimônio sem comprovar tal participação em termos pecuniários fim da lei do feminicídio: se a vida da mulher vale mais que a do homem, é bem óbvio que essa lei incentiva que homens matem sua companheiras e em seguida se matem, já que a lei diz que a vida deles vale menos."
1711,"É preciso que os pais fiquem atentos a isso. O que parece ser cultura pode ser alienação lésbica! O QUE PÁRECE SER BONITO HOJE, PODE SER SUA DECEPÇÃO NO FUTURO PAI CEGO!"
1713,"EEEEEEE NÓIS HOMENS , RECLAMAMOS DE == MULHERISMO , pois só elas podem parir==NOJENTAS"
1715,"José Augusto, vc pode falar bonito, mas elas fazem feio na rua, então de tudo o que vc disse elas não mostram nada, então eh passar vergonha e ser idiota sim"
1716,"Vixe filho, pego fácil a Manuela Dávila, não pego Dilmão, mas Manuela é bonitona sim."
1718,"Poderiam falar sobre os incontáveis casos de homens agredidos por mulheres em público, sejam agressões físicas, psicológicas ou mesmo homicídios, como por exemplo o caso há duas semanas em Ribeirão Preto em que a mulher matou o marido atropelado."
1719,"Vc ta certo!! - Mas,,canta uma musica aí pra gente."
1721,kkkkk
1724,que idiota
1729,com a doutora kkkkkkkkkkkkkboa
1733,"ENEM: um preparatório, um test-drive para o que vem pela frente para quem for apto a entrar na faculdade. Além da questão contradizer a parte de biologia que a própria prova tem a pachorra de cobrar faz essa apologia descarada às ideologias de esquerda que serão futuramente inseridas na cabeça de quem for cursar as lamentáveis faculdades federais brasileiras. Por um país livre de doutrinação, por um país com escolas e faculdades sem partidos e ideologias."
1736,"Não se discute se quem quer que seja seja santo ou demônio nesse inquérito mas a maneira como foi conduzido o processo.E inventando um argumento totalmente fora do que a jurisprudência acata para tornar o rufião inocente.E, que é é pior, o juiz acatou! Vum país decente cadeia para o advogado e para esse juiz sa fado."
1739,"Infelizmente tem sim! Não só menina, tem menino que também é privado pela mesma cultura machista. Ameaçados de apanhar por fazer ""coisas de menina"" (e isso pode ser usar vermelho ou assistir Pepa pq ela é rosa). Os filhos podem ser da nova geração, mas tem pai aí que socorro! As mães tendem a ser mais compreensivas e apoiar. (estou falando do geral, não se apeguem às exceções)"
1742,"Então, especificamente sobre essa matéria... Tenho 3 filhos, 2 meninas e 1 menino. Faço trilha de jipe, adoro mecanica e trabalhos em marcenaria. Sempre levei a família toda nas trilhas, faço meus trabalhos mecanicos e de marcenaria em casa e o único que sempre estava lá ao meu lado era o guri. Nas trilhas, uma delas nem gosta (arquiteta), a outra adora (bióloga) e o guri faz engenharia mecânica. E ai, a arquiteta foi criada pra ser dondoca? Pela reportagem sim!!!!!"
1745,FEMINISTAS SÃO TODAS SAPAS!!!!!!
1746,"Quem critica o Robinho é porque está com inveja dele por ser comedor, enquanto os críticos só sabem queimar a rosca."
1748,Essa aí sai em todas as capas do Iron Maiden
1749,Sua definição de moral? kkkk
1750,"Femimiminista diz:""lugar de mulher é aonde quiser,a não ser que queira se dedicar ao lar,pq se for assim,essa mulher é retrograda,reprimida e blablabla"",Não existe coerencia nesse movimento"
1752,Daqui a pouco nenhum astro de cinema vai dar mais entrevista pro Brasil com receio de ser acusado de assedio! Que país de gente chata!!
1754,"Concordo.Há um certo exagero, daqui a pouco um homem não vai dar nem um psiu para as mulheres.Tenho filho homem e estou preocupada.Estupro é uma coisa, cantada é outra.Vamos separar o joio do trigo."
1755,"As mulheres querem fazer gastronomia para cozinharem melhor para os maridos. Pois esse é o papel da mulher, cuidar da casa e do marido."
1757,"Falou o MARCOS, o feministo. Homens apoiadores do feminismo, dos que que vi, 90% faziam amor de costas e o restante eram machinhos beta que não c0mem ninguém se rastejando por alguma aceitação feminina. São motivo de piada entre os homens e até as feministas fazem chacotas deles, procurem por ESQUERDOMACHO e vejam como eles são respeitados, rsrs. Emasculados apontando o dedo pra outros homens e sabotando o próprio time.. que NOJO."
1759,falou o moralista !!!
1764,"Legal,sei que tem acampamentos pra meninos,é interessante ter pra meninas também melhor do que ficar em casa assistindo aqueles programas inúteis da Barbie,polly não sei mais lá o que,só ensina as meninas a serem fúteis,se preocupar com a beleza,dinheiro e príncipe.Aí garota cresce sem personalidade vivendo pro espelho,shopping,face e agradar aos namorados.Pelo menos nesse acampamento elas aprender a usar a cabeça e não a bunda.Tão aprendendo a tocar instrumentos,escrever músicas,se socializar com outros.Queremos futuro mulheres inteligentes.Mulheres espertas+homens inteligentes=mundo melhor."
1765,"Bruna ,  empoderada kkk"
1769,100 anos
1770,Essas puritanas estão tentando constranger as moças desencanadas que querem levar uma geral numa boa... Intromissão na vida alheia. Pode isso Arnaldo?
1771,"Vamos 0brigá-las a fazerem curs0s de ciencias e engenharia então... acho q essa é a unica solucã0... alias vamos 0briga-las a entrarem na p0litica tbm, tem pouca mulher lá e vamos 0brigá-las aquelas que querem ficar em casa a sair lá..."
1773,Temm muler que gossstchaaa! 
1774,"trabalhei num empresa onde o melhor salário era de 2 mulheres, e não havia choro por isso, simplesmente, elas mereciam e pronto, quem da mais retorno ganha maisretorno = (Produtividade + faturamento) - (salário do empregado, despesas e faltas)seu salário vai ser sempre calculado nissoo resto é choro de gente que não tem a mínima noção de empresa, negócio e mercado"
1775,Ela não é vitima. É uma falsa acusadora. Vai ficar do lado da criminosa?
1779,tudo coisa inútil.quer se aparecer.
1782,"Como ela agrediu primeiro, pode ser considerado legítima defesa?"
1785,Boi brabo fica preso e apanha! Boi manso pasta e socializa com as outras vacas. Vc escolhe!
1789,Essa ai e mais fácil que mamãe...kkklk
1791,satanismo e ataque à instituição da família...
1793,"Marília Rodrigues em momento algum eu disse que a culpada é só a mulher. E eu conheço o tal mito da Caverna. Sou apenas conservadora, nada mais."
1796,"Em defesa do meio ambiente e do ""mico-leão-dourado""...."
1797,"Comportamento vulgar. Havia outras formas de esquecer o passado. Se fosse pobre 3staria sendo ""crucificada"" agora."
1803,tem burro pra tudo ne!
1806,"Sinceramente, vá saber de fato o limite entre o assédio e um elogio exaltado!Só achei que ele a elogiou, ""povo feito de porcelana"""
1807,É só ver na primeira foto que se sabe porque são minoria. Fazendo experiência com pesticida sem uma proteção no rosto. Pode??? Essas mulheres...
1810,"Não sei porq tanta importância para este assunto,essas feministas não perdem uma oportunidade para incentivar a disputa entre homens e mulheres, parecem os petralhas promovendo a luta de classes sociais.Parem de mínimo afinal de contas foram vcs que queimaram o sutiã querendo igualdade agora aguentam.Ah e essa Simone dbeavoir pela cara joga no time da Maria gadu"
1811,"Não vi nem socos e nem chutes, apenas tapas na cara, olha a fake news ai dona grobo falida."
1813,"A mulher 49 anos, o cara 38... Chutaria que o saf4do era sustentado pela mulher e ficou com medo de perder a 'boquinha' para outro. "
1816,Se fosse 'Vin Gasolina' ela não teria achado ruim...
1817,"nem tudo estar perdido , Parabéns mulherada de verdade que gosta de uma cantada ,isso e uma da coisas mais lindas entre um homem e uma mulher . as que reclamam são sempre as mesmas. que acham que gosta da mesma 'fruta'' 'que os Homens gostam ."
1818,A fã não pediu um beijo ao cantos Jon Bon Jovi e mesmo assim ele   a beijou seria assedio ou hipocrisia?
1819,33 caras de coragem
1821,"Boatos que o Drake fez a denúncia pois ao vê-lo, jojô Todynho e todo seu emponderamento mostrou as tetas em total libidinoso ato."
1823,"Não piora as coisas, Brigitte! Fica na moita! Eu, pelo menos, sou homem e não tô nem aí com padrão de beleza!"
1826,"Coitadas das meninas, já sendo doutrinadas desde cedo... ""Nosso foco é o empoderamento feminino"". Terapia, já! (Ter... a... pia!)"
1827,"Têm coisas que não consegui entender .... uma mulher feminina com uma mulher masculinizada ? Se o que atrai ela é uma pessoa masculinizada , pq já não se relaciona com uma pessoa que já tem um que a mais ?"
1828,"É difícil julgar uma pessoa, acho que teria que fazer um estudo mais aprofundado para saber porque desses assassinatos brutais não é apenas um ""não da mulher"" que motiva ele a mata-la tem algo mais nisso."
1830,Enquanto isso os bonzinhos e caretas são taxados de idiot... as escolhas tem seu preço!Não existe essa de que não sábia que era ciumento e tal....
1831,"O feminicidio é cometido por apenas uma pequena parte dos homens que por não possuir resiliência chegam as vias violentas de fato. A maioria dos homens não é feminicida. Trata-se não de um problema de educação ou de leis mais duras, mas sim de um problema psicologico que precisa de estudos mais profundos do que limitar-se as justificativas padrão. O homem feminicida quando considera que não tem mais nada a perder, mata em um ato de desespero para se livrar da dor da frustração que esta sentindo. Para esse homem nada importa, a educação ou leis duras são ignoradas, apenas o que importa é se livrar da dor. Ou seja, ele vai matar na primeira oportunidade que tiver."
1832,"Benedict, eu tenho um papel para vc. Salário de 1000 dólares, ganhando o mesmo que a camareira, o faxineiro e a equipe. Bora trabalhar?"
1833,Incrível como este movimentos feministas e comunistas já começam aliciar e aplicar suas doutrinas em crianças na fase de formação!
1834,Pode ter certeza Luiz e ainda vai dizer que o neandertal fez por amor...kkkkkk
1839,Fracasso
1842,"Que mundo chato!!!! Que feminazis chatas!!!! Tudo tem limite,mas sem generalizar. Se dizer que uma mulher é bonita e querer casar com ela,corro risco de ser processado por assédio.."
1845,é feia igual a minha irmã
1846,Todo homem é um abusador em potencial é um dos lemas mais usados. Feminismo não é esse mundinho cor de rosa que usam para cooptar gente inocente para a causa...
1849,"E o presidiário Suzy, que é estuprador e assassino de uma criança, o qual a Globo fez uma reportagem enaltecendo-o e o colocando criminosamente como vítima da sociedade. Agora vem acusar o Robinho?"
1850,Se fosse branco ou mulher ainda tava lá....
1851,Até que enfim. Um marco contra esse feminismo de vitimismo e de ódio aos homens. Aplaudo de pé.
1852,"Cuidado chico ... . Segundo uma pesquisa feita uns anos atrás no Brasil pra vê qual era o estado que mais tinha c.o..r no , foi o RJ que levou o primeiro lugar hein ...... k k k k k k k k k k k k k k k k k k ."
1854,"Ninguém é de ninguém, todas as mulheres sabem com quem se relacionam, sabem se podem simplesmente dizer ""tchau fui"" ou se deve ser de outra forma, como por exemplo mudar de nome, de cidade, de trabalho e de amigos. Algumas se envolvem sabendo que o cara é maluco e fala na cara  ""tchau fui"" só pra ver o que vai acontecer e vê!"
1855,"Tão bonita e ao mesmo tempo ão burra. Quero ver ela defender os direitos das mulheres árabes que não podem expor partes do corpo, a bem pouco tempo não votavam, nem dirigiam. Quais direitos s mulheres (ocidentais) não tem? O ""direito"" de matar uma criança  em formação no ventre, é esse?."
1856,O ultimo parceiro foi Sao Jorge
1857,"N.o.s.s.a, as f.e.m.i.n.a.z.i estão p.i.r.a.n.d.o aqui! Nenhuma deve saber sequer quem foi Catherine. Uma das mais l.i.n.d.a.s atrizes de todos os tempos. Gostei da c.o.r.a.g.e.m dela. Essas f.e.m.i.n.i.s.t.a.s de M%$ estão é precisando se d.e.p.i.l.a.r e arrumar uma l.o.u.ç.a pra l.a.v.a.r."
1859,Não vi mal nenhum ela deveria ficar feliz pelos elogios 
1860,"Pelo sobrenome do cara  ""aranha"" da pra ver que e de família rica financeiramente e socialmente.  E a moça em questão ""Blogueira""  não deve ser uma pessoa ignorante, mas uma pessoa comum aos olhos do juiz do caso. Mas TB tem a questão e se a mulher a blogueira em questão for igual a Nadjala que acuso  falsamente o Neymar  de estrupo?. **Que até hoje não foi julgada pela acusação falsa feiita por ela.****. "
1862,Nossa ela apanhou desse jeito só pq fez esses procedimentos??Se ela fosse a Geisy Arruda então não tinha sobrado nada
1863,"Bem, só sei que o “empresário” deve ter pago uma pequena fortuna para não pagar de mulherzinha na cadeia, simples assim. "
1865,32 corajosos.
1867,....muito gata!
1868,"A mídia está transformando as mulheres em seres inanimados, sem vontade própria e sem a menor noção do que fazem.  Sexo consentido pode ser com um ou uma ou sei lá como.  Não existe regulamento disciplinando o que fazer nessas horas."
1869,"Vixe! Vai bugar o ""célebro"" das feminazis!"
1871,"Moça linda hein,tremenda gata!"
1872,"desigualdade é o c4ar4lh0, as oportunidades estão ali pra todos conseguirem, é só estudar, desigualdade seria não disponibilizar o curso para as mulheres..."
1877,Mas se é um homem e uma mulher pode !
1880,"Absurdo um título com a palavra ""Desigualdade"". Vão pro inferno! Passa quem for melhor ! SIMPLES!"
1881,"Nunca vi feministas num caminhão de cimento, num iate de algum milionário ou num baile funk ""proibidão""..."
1885,"Nem toda mulher curte o vitimismo padrão!!! É claro importante punir sim os tarados e pessoas inescrupulosas, mas ah de se separar o joio do trigo, uma boa mulher feminina gosta de uma boa cantada masculina e de sentir desejada e porque não cortejada e receber mimos qual o problema nisso? É apenas o homem sendo homem e a mulher sendo mulher desde de que o mundo é mundo se ambos gostam da situação qual seria mesmo o problema?"
1886,Mimimi
1887,"Tem alguns casos que é um cabeça-oca, não?"
1890,mais que é feia é.... judiação do Macronzinho
1891,Mulher machista sofre de Síndrome de Estocolmo.
1893,Falando em rolezinho... alguém faça o favor de achar um espaço nas redondezas desse povo pra que eles se reúnam beeem pra lá e parem de nos atrapalhar. 
1895,"no curso de Serviço Social, entre outros casos, é 90% de mulheres, um absurdo essa discriminação contra os homens, vamos nos reunir então e fazer uma petição, ou cotas, pra resolver isso"
1896,"Não, não ""me vi"" ofendida, os comentários não foram pra mim, meu Deus, tanta grana e não faz nem uma hidratação, sem or!..."
1897,Parou mesmo. 
1901,Corretíssima Catherine!!! Parabéns pois existem vozes que se levantam contra essa estupidez propagada pelo feminazismo.
1902,"Daqui a pouco você retira o B.O do seu homem, que te violenta e espanca, não é mesmo Oziel Bastos? Você gosta tanto dele..Afinal, se você não gostasse, isso nunca aconteceria."
1903,"Não existe cultura do estupro. Prova disso é que nem os piores membros da sociedade toleram isso nem na cadeia. Quem tenta criar essa cultura é a esquerda com políticas pra soltar os estupradores, vide maria do rozario e o champinha. Depois largam a culpa nos homens."
1904,Vai ter cota tb ?
1908,"Sinceramente os dois estavam completamente errados, claro que o covarde mais ainda. O povo ta se matando por coisas banais ."
1909,"Pois é, a entrevista não repercutiu, o assédio sim, kkkMenina, vc precisa aprender à conduzir uma conversa ( entrevista) na hora que acontece, impor respeito, ficar de risadinha na hora e se fazer de vítima depois é muita inesperiência, ou  semvergonhice mesmo."
1910,A vitima no caso foi o acusado falsamente de estupro né? 
1912,Toda mulher tem sim a obrigação de respeitar e atender o chefe da casa.Cada uma sabe o risco que corre quando é negligente com seu  macho e protetor.
1921,Vaca Querendo Fama . só isso 
1928,"A escolha dela é bem simples: Ou é ele ou sou eu. Mulher se vc ama a vida e quer continuar aqui no planeta, não espere. Se um homem é tão crá pula e covarde à esse ponto, é melhor vc agir. Ou prefere virar estatística que aparece no jor nal das oito?"
1929,"Coitada , ela pensou que estava protegida pelas ""deusas feminazistas""  !"
1931,"Falando pelo governo, esta senhora agora faz parte do judiciário para expressar opiniões desta natureza? Ela já mandou prender ministros e agora quer prender todo mundo. Se for culpado, Robinho terá de enfrentar punições, mas da justiça e não advinda desta senhora."
1932,"Brigitte linda! Micheque Bolso.naro ban dida sala.fraria, mili.ciana corrupção.ta"
1933,"Tem mais é que pregar o feminismo e o machismo mesmo. Afinal só existem esses dois sexos mesmo, o resto são devaneios de mentes deturpadas. "
1938,Grande absurdo punir o rapaz. A moça CONSENTIU! Está mais que provado que o crime dele foi TRAIR a esposa.
1941,"Isso resultado de muitas conquistas das mulheres , muitos direitos poucos deveres , è Igual funcionários muitos DIREITOS   E HOJE NÃO TEM TRABALHOS . Lamemtável  as Leis  só penden de um Lado"
1942,essa ruth curte um pauzao no anos kkkkk
1943,"Não estou falando que é o caso dela, mas aprendi na vida a não confiar no ser humano porque mutas vezes eles só pensam neles mesmos"
1944,"Fosse esse um país decente e não precisaríamos ficar criando abobrinha jurídica a cada caso de unha encravada, apenas aplicar os rigores da lei a quem fosse. "
1945,"As inteligentes não caem no feminismo, mas as capacho caem fácil !"
1947,"Nada justifica violência contra ninguém  isto jamais deveria acontecer.Mas acho que por muitos direitos das outras pessoas e menos do homem heterossexual ele acaba meio que ficando refém aí por desespero e falta de preparo psicológico ele quer por um fim do jeito dele, mas eu sei que Nada  justifica a violência."
1950,Sim. Falam de igualdade em situações que não cabe esse tipo de discursinho.
1951,Será q ela achou 32 corajosos assim tão fácil? Merece mesmo um livro.
1952,Comentário cheio de verdades incontestáveis. Essa santificação do feminino não resolve a questão.
1953,Vin Diesel está acima disso se liga
1954,"feia? desculpe, mas, vc e horrivel"
1955,A mulher parece espantalho kkkkk
1956,"//Marina, morena Marina vc se pintou// não pinte esse rosto que gosto e é só meu//..."
1957,Só ta falando isso porque a mina é bonitinha né? Quando acontece isso com preto e pobre vc nao diz nada. Ele é uma falsa acusadora. Tentou enganar a justiça e condenar um inocente. Voce acha isso legal? 
1958,Bem assim!!!
1959,ela estar precisando é de uma naba  bem grande.
1960,"Diversos outros tipos de mortes violentas representam muito mais perigo a sociedade como um todo. Problemas de minorias devem ser combatidos na medida do seu tamanho, nunca de forma prioritária."
1961,Casar com verme da nisso
1962,"Chata e exagerada, talvez ela esteja na profissão errada. "
1967,Lavagem cerebral.
1968,"Concordo plenamente c vc. E outra, mesmo elas (feministas) tendo uma maior proporção de concluintes do ensino superior, continuam reclamando. Eu heim."
1969,"Ês o Jogo :: As bich.onas (infiltrada nas áreas de trabalho da sociedade, impr.ensa e jurista)) ,, deste la atrás,, criminalizaram o Assédio Se.x.ual (beleza,todos apoiaram), mas a questao é que depois de aprovada,,elas passam a classificar uma cantada como tal Assédio,e sendo assim::è Crime! O lance é perseguir o Hétero ((Varão principalmente) para evitar Novos Casais,casamento e Famílias surgirem! As bic.has mor.rem de in.veja do Casal estabelecido por Deus, Macho e Femea!"
1970,"Não acredita que alguém pode exaltar está vaca, feminista pedófila...Independente se feminista ou machista, defender um ser tão bizarro, só pode ter 2 motivos: 1. Ou é ignorante e não sabe o que fala, pois achar que defensora da pedofilia é exemplo ..Neste caso vai se informar...2. Ou sabe de tudo isso e mesmo assim, gosta desta idiota, ou seja, provavelmente é tão bandida qto ela....Neste caso, vai se tratar ou pega uma bandeira do PT e vai pra rua..."
1972,hoje em dia a mulherada gosta de levar cantada de outra mulher...kkkk
1975,"Homens apoiadores do feminismo, dos que que vi, 90% faziam amor de costas e o restante eram machinhos beta que não c0mem ninguém se rastejando por alguma aceitação feminina. São motivo de piada entre os homens e até as feministas fazem chacotas deles, procurem por ESQUERDOMACHO e vejam como eles são respeitados, rsrs. Emasculados apontando o dedo pra outros homens e sabotando o próprio time.. que NOJO."
1978,"Imagino ela daqui a um ano com as te ta caida na barriga, cabelo raspado e suja, falando um monte de bes tei ra e um cartaz escrito coisas piores ainda..."
1980,"Em tudo deve haver o equilíbrio e o bom senso seguido sempre pelo respeito ao semelhante. A humanidade está em desequilíbrio em todos os sentidos. Feminismo demais, machismo demais, respeito de menos, consequentemente bom senso de menos, e claro, chegamos aonde chegamos. equilibrio, bom senso e respeito sempre. Este é o remédio."
1981,"Hahah vc é limitado mesmo. Vc acha que ela parou em 32? Só o livro parou aí. O número só foi um limite pro livro, aconteceria de qualquer jeito."
1982,Homicídio culposo. 
1983,UOL saberia informar a taxa de masculinicídios?
1984,"Estas mulheres apanha por que gosta , prefere apanhar do que ficar sozinha "
1986,"ate que enfim algumas mulheres com QI acima de zero, parabens  Catherine Deneuve."
1988,Mas que mulher indigesta/ (indigesta) / Merece um tijolo na testa - Mulher Indigesta (Noel Rosa). Se fosse nos dias de hoje Noel Rosa com certeza seria condenado e execrado por conta dessa brincadeira pegando pesado com uma mulher chata.
1991,Vamos todos à zona!!!!!
1992,"o slogan para as mulheres deveria ser igual para motoristas.Se beber não faça sexo. Se fizer sexo não beba.Agora é esperar as opiniões do ""politicamente correto"" nojento"
1997,Acha a mulher feia e vem aqui pagar de ''moralista'' hahahaha
1998,É muito feia. Parece um bagaço de laranja. Esse daí nascer de novo.
1999,Não entendi nada. Ela achou bacana isso?
2002,PELO CONTRÁRIO O MAIS LOUCO É SABER QUE AS FEMINISTAS NÃO GOSTAM DE HOMENS!!!!KKKKK!!!!!
2003,"Lamentável, a instituição casamento está mesmo falida!  Não há motivos para esse maluco fazer isso,mas sem saber o perfil da esposa não da Pra transferir a culpa só pro maluco,pela destruição do casamento."
2004,Ele ta celto.
2005,Kkkkk!!!!!!
2009,"É isso mesmo, FIRMINO, quando ainda é pobre e quer subir na carreira aceita,não fala nada, depois que ficou rica ai vem com essa conversa mole,porque nao falou antes."
2010,Michael Jackson feminina?
2011,Ela quiz fazer uma surpresa...e por isso que eu odeio surpresa...concordo não custava nad dizer que ia pintar o cabelo e outras.coisas. Agora tbm não era motivo para tanta violência...
2012,Munráááááááá O Eterno! kkkkkkkkkkk
2013,"Dois golpes, uma se faz de coitada indefesa e outro se faz de cantador barato. Essa foi a forma que encontraram para a entrevista conseguir audiência. Mundinho dos hipócritas. Será que essa foi a primeira cantada que ela recebeu na sua vidinha ... tem dó ... "
2014,"O ""talento"" dele é no mesmo nível dos iniciantes de Malhação. E a repórter nem é essa beldade toda. Vi mais brincadeira de mau gosto do que assédio nesse episódio. Mas, enfim, se ele se desculpou, ela aceite ou não. E a vida segue."
2018,tua mãe?
2019,comeu ou não ...
2022,"não é contraditório as mulheres viverem em um mundo ""machista opressor"" e ficarem surpresas com comentários dito ""machistas"".  hora me parece que o ""machismo"" não esta tao presente assim na vida delas. "
2024,"Apesar do homem ser diferente , a mulher sempre mais emotiva , acaba sendo difícil uma pessoa fazer o que esta senhora fez . Mas creio que ela contabilizou como disse uma serie de desencontros em sua vida e quando os equacionou , canalizou tudo para uma nova mentalidade e quase se igualou ao homem . Homens como qualquer animal é polígamo e instintivo . Faz sexo como se alimenta e dorme , por necessidade . Atualmente as mulheres em função de novas atividades , convivência e profissões esta com uma mente mais aberta e mais receptiva a realizar seus desejos e expectativas . Nada mais natural , creio que é uma auto compensação da carga pesada de ser esposa , mãe e dona de casa . Elas tem todo o direito ao que sua vontade demandar , inclusive ter muitos namorados . Tenho certeza que é mais uma conquista que se soma a muitas conseguidas , mas é somente reservada a mulheres de coragem e determinação , fazer por vingança é se vender barato ."
2026,"Faça-me o favor! Assédio? Vivemos em um mundo hipócrita ao cubo! As mulheres, se não forem assediadas nunca casam. O assédio faz parte da natureza humana. Principalmente a masculina. Todo envolvimento começa com o QUE? Com um assédio oras bolas!! Que também pode ser chamado de FLERTE!! A hipocrisia e a falta de feeling das ""assediadas empedernidas"" é brutal e o cúmulo do absurdo!! "
2029,Feminismo é o novo CÂNCER mundial.
2030,"Gostaria de entender como é se formar, pular pra primeiro e na sequência comandante. Acho que é o efeito do gesto supremacista."
2031,"Ela pode ter ficado alegre, já os parceiros..."
2032,aprovado. pelo menos não vao estar aos 10 anos com shortinho dançando o tchan na frente da TV.
2033,"O movimento feminista é tão grotesco, que uma das pessoas endeusadas por ele (Simone de Beauvoir) era uma apologista à pedofilia. Sou mulher e o feminismo NÃO me representa. E outra: MULHER NASCE MULHER E HOMEM NASCE HOMEM. Se você, homem, se sente mulher, fique à vontade... e vice-versa. Mas ninguém pode mudar a natureza das coisa. Se seu cromossomo sexual é XY, vc simplesmente é um HOMEM. Parem de tentar subverter a lógica do mundo!! "
2036,Maior ladroagem de oxigênio com aquela napa. 
2037,"Gostei da parte musical, mas tem que tomar cuidado com o feminismo, que prega o ódio aos homens."
2038,"Acho legal a solidariedade internacional entre B AR ANG A S e M OC RÉ  IA S, mas sério que há pedidos de desculpas por comparação de fotos dos dois casais em postagens de Facebook ? "
2043,"H UMS GOSTAM DOS OLHOS, OUTROS DA REMELA! KKKKKKK"
2044,Só vou levar o Macron a sério quando ele aceitar devolver seu MicoLeãoDourado para a Amazônia!
2045,kkkkkkkkkkkkkkkk boa!!!
2048,Não sei o que há de polêmico em uma cantada.
2049,"Só quis aparecer, n pode elogiar na frente de várias pessoas?"
2051,Simone de Beauvoir? Conheço não! Conheço a Amélia.....Amélia que era mulher de verdade! Viva a Amélia!
2053,E o Kiko ?
2054,"Simone de Beauvoir , colaboradora do  nazismo, pedófila, feminista e depois marxista. Grande mulher.... "
2056,"Julianão,a feminista com certeza é gorda,tem os pêlos do suvaco coloridos e não gosta de homens rsrsrs"
2059,"Sim, devem flertar os heteros e GLBTSafins,  até porque a química é da vida animal. Acho que campanha globalista feminazi não quer coibir os excessos, querem é ganhar muito dinheiro em cima de trouxas que gostam de mimimi e dizer que o bom mesmo é extirpar o órgão sexual masculino da face da terra. "
2068,Acertei a questão e não tô nem aí pro Feminismo!!!
2071,se elas são boas mesmo elas conseguem pelo seu Merito
2073,"E quando o homem é agredido pela companheira/esposa, como fica?"
2075,"As feministas estão fazendo um bom trabalho, logo, logo as mulheres serão novamente ""donas de casa"" "
2078,Saudade da Amélia!
2079,franceses devolvam o nosso o mico leão dourado !!!
2080,Se o acampamento fosse para meninos para aprender MACHISMO duvido que iria virar notícia!
2082,"vin diesel ou estava cha pa do ou era pegadinha do malandro, falar isso para essa mulher."
2083,bunitinha mas ordinária !
2086,"Com consentimento? Não, não é assédio. Abra o dicionário."
2088,Lacron além de ser um interesseiro provou que tem um péssimo gosto.
2091,"Na verdade a maioria desas meninas é meninos menina kkkkk lésbicas, e as que são heterossexuais que conseguem algum capacho pra chamar de namorado com toda certeza é uma escravoceta.  "
2092,"só homem choramingando. vão aprender a conquistar uma mulher em vez de agarrar à força, diacho"
2093,Alguém já parou pra pensar que mulheres tem mais interesses em algumas áreas e homens em outras? Só pra constar.
2097,"Será que esse paspalhão não sabe que provavelmente existem várias mulheres que ganham mais que ele, que o valor do contrato oscila em função da fama..Deve ser mais retardado feministo.."
2098,"Ufa, enfim uma mulher sensata! Essas aí que acham que tudo é uma ""agressão"", depois de uns anos se veem encalhadas e não sabem por quê..."
2099,Tem umas aí que dá pra ver na cara que não fazem sexo a um tempo já. 
2103,"Errei aqui, ""caso contrário""  pronto corrigido :D "
2105,"Minha úlcera estomacal chega a saltar para fora diante de um comentário tão asqueroso como este, e o pior, vindo de uma mulher. Com certeza ela está ganhando um bom dinheiro de algum macho nojento para ir tão a favor do patriarcado. Hoje mesmo eu fiz um post para avisar que estou desfazendo a amizade com todas as minas que mantem amizade com macho no facebook. Manter amizade com macho, é manter as bases do patriarcado. Não existe diálogo, só o desprezo mesmo. Um xau e três beijos para as biscoiteiras e xotas mandadas pseudo feministas."
2106,arma para mulheres:  louças e fogão!!
2107,Mulher feia só serve para peidar em festa
2109,"agora é proibido perceber que a primeira dama francesa é tão feia que parece que nasceu pelo avesso? se acharem uma mulher mais feia que essa mulher do ""Lacron"" pode espremer que é um tumor."
2111,Não vai fazer falta nenhuma e não vai fazer nada de útil.
2112,Só pq ele é presidente .. ele não pode comentar um post de um fã mais .. q logo dizem q foi ele q falou
2115,Só não querem igualdade quando vão a justiça contra seus maridos né!..Espero que todas se deem muito mal !
2117,Deve ser parente da Cleópatra! Só pode!
2118,kkkkkparente seu?
2122,"Observo que essa notícia tá na home page do G 1 fazem dois dias ... se fosse um ""homem"" pai de família de tivesse levado um p.a..u da mulher ou morto por bandido , não haveria noticiário . "
2126,nossa e olha que é uma mulher 10 anos mais velha quase 50 anos e ele novinho sente ciume? nos EUA os caras abandonam as mulheres qd elas fazem 40 anos
2127,é Jequiti na vida dessa muie
2128,muito feia ela na minha opniao
2129,"Lá vem a frescura: ""tô abismada..."". Coisas piores acontecem no Brasil real e duvido que essa daí vem com esse ""tô abismada..."". Talvez, em relação ao BBB, ela também fique abismada..."
